tag_id	tag_name	category	rule	confidence	review_recommended
2898	splatter_comedy	genre	label_contains:genre_keyword	0.6	1
2899	splatter_comedy_revival	genre	label_contains:genre_keyword	0.6	1
2900	spy_exploitation	other	fallback:other	0.5	1
2901	stage_magic_horror	genre	label_contains:genre_keyword	0.6	1
2902	stripper_murders	other	fallback:other	0.5	1
2903	suburban_hypocrisy	setting	label_contains:setting_keyword	0.55	1
2904	suburban_sexploitation	setting	label_contains:setting_keyword	0.55	1
2905	sun_culture_exploitation	other	fallback:other	0.5	1
2906	sunny_palms_lodge	other	fallback:other	0.5	1
2907	surreal_low_budget_style	other	fallback:other	0.5	1
2908	swinging_suburbia	other	fallback:other	0.5	1
2909	teen_horror	genre	label_contains:genre_keyword	0.6	1
2910	teen_horror_thriller	genre	label_contains:genre_keyword	0.6	1
2911	teen_sexuality_exploitation	other	fallback:other	0.5	1
2912	telepathic_moon_queen	other	fallback:other	0.5	1
2913	television_package_completion	other	fallback:other	0.5	1
2914	television_spectacle_splatter	other	fallback:other	0.5	1
2915	theatrical_mutilation	other	fallback:other	0.5	1
2916	theatrical_nudity_cycle	other	fallback:other	0.5	1
2917	time_stopping_child	other	fallback:other	0.5	1
2918	topical_exploitation	other	fallback:other	0.5	1
2919	topless_extraterrestrials	other	fallback:other	0.5	1
2920	transgender_exploitation_documentary	other	fallback:other	0.5	1
2921	transplanted_desire_premise	other	fallback:other	0.5	1
2922	underground_festival_premiere	other	fallback:other	0.5	1
2923	urban_exploitation	setting	label_contains:setting_keyword	0.55	1
2924	urban_persecution_cycle	setting	label_contains:setting_keyword	0.55	1
2925	urban_sexploitation_thriller	genre	label_contains:genre_keyword	0.6	1
2926	vampire_horror	genre	label_contains:genre_keyword	0.6	1
2927	van_helsing_descendants	other	fallback:other	0.5	1
2928	vietnam_veteran_suspect	other	fallback:other	0.5	1
2929	vignette_structure	other	fallback:other	0.5	1
2930	voiceover_heavy_narrative	other	fallback:other	0.5	1
2931	wholesome_nudism_argument	other	fallback:other	0.5	1
2932	wife_swapping_exploitation	other	fallback:other	0.5	1
2933	wig_shop_horror	genre	label_contains:genre_keyword	0.6	1
2934	wishman_horror_detour	genre	label_contains:genre_keyword	0.6	1
2935	witchcraft_exploitation	other	fallback:other	0.5	1
2936	workplace_seduction_plot	other	fallback:other	0.5	1
2937	youth_exploitation	other	fallback:other	0.5	1
2938	youth_gang_terror	other	fallback:other	0.5	1
2939	youth_music_melodrama	genre	label_contains:genre_keyword	0.6	1
2940	adaptation:dracula_adult_horror	subject	namespace:adaptation	0.85	0
2941	aesthetic:avant_garde_adult_cinema	other	fallback:other	0.5	1
2942	aesthetic:new_wave_adult_cinema	other	fallback:other	0.5	1
2943	body_genre:horror:torture_porn	genre	label_contains:genre_keyword	0.6	1
2944	body_genre:pornography:hardcore_feature	other	fallback:other	0.5	1
2945	body_horror:surgical_conjoining	genre	label_contains:genre_keyword	0.6	1
2946	booby_trapped_house_horror	genre	label_contains:genre_keyword	0.6	1
2947	captive_woman_torture_horror	genre	label_contains:genre_keyword	0.6	1
2948	captivity_transcendence_horror	genre	label_contains:genre_keyword	0.6	1
2949	criminal_puzzle_horror	genre	label_contains:genre_keyword	0.6	1
2950	cycle:post_9_11_torture_horror	genre	label_contains:genre_keyword	0.6	1
2951	extreme_cinema	other	fallback:other	0.5	1
2952	female_victim_torture_cycle	other	fallback:other	0.5	1
2953	form:porno_chic_narrative_feature	other	fallback:other	0.5	1
2954	form:softcore_and_hardcore_versions	other	fallback:other	0.5	1
2955	form:war_footage_intercut_with_assault	other	fallback:other	0.5	1
2956	format:television_anthology	format	namespace:format	0.9	0
2957	genre:adult_horror	genre	namespace:genre	0.9	0
2958	genre:adult_science_fiction	genre	namespace:genre	0.9	0
2959	genre:adult_thriller	genre	namespace:genre	0.9	0
2960	genre:pornographic_horror	genre	namespace:genre	0.9	0
2961	hybrid:hardcore_horror	genre	label_contains:genre_keyword	0.6	1
2962	mechanical_trap_horror	genre	label_contains:genre_keyword	0.6	1
2963	motif:haunted_mirror	motif	namespace:motif	0.9	0
2964	narration:frame:afterlife_judgment	other	fallback:other	0.5	1
2965	narration:frame:criminologist_commentator	other	fallback:other	0.5	1
2966	narration:frame:intermittent_commentary	other	fallback:other	0.5	1
2967	narration:frame:monster_family_television_wrapper	other	fallback:other	0.5	1
2968	narration:host:anthology:dry_comic_intro_outro	other	fallback:other	0.5	1
2969	narration:host:anthology:early_season_author_intro	other	fallback:other	0.5	1
2970	narration:host:anthology:gallery_object_introduction	other	fallback:other	0.5	1
2971	narration:host:anthology:gothic_story_introduction	other	fallback:other	0.5	1
2972	narration:host:anthology:macabre_pun_commentary	other	fallback:other	0.5	1
2973	narration:host:anthology:opening_closing_moral_commentary	other	fallback:other	0.5	1
2974	narration:host:direct_address	other	fallback:other	0.5	1
2975	narration:host:sponsor_satire	other	fallback:other	0.5	1
2976	narration:voiceover:control_voice_opening_closing	other	fallback:other	0.5	1
2977	organ_harvesting_horror	genre	label_contains:genre_keyword	0.6	1
2978	outback_tourist_horror	genre	label_contains:genre_keyword	0.6	1
2979	paid_torture_market	other	fallback:other	0.5	1
2980	reception:critical_label:torture_porn	other	fallback:other	0.5	1
2981	reception:mainstream_critical_crossover	other	fallback:other	0.5	1
2982	reception:midnight_movie_crossover	other	fallback:other	0.5	1
2983	reception:misogyny_controversy	other	fallback:other	0.5	1
2984	road_crime_horror	genre	label_contains:genre_keyword	0.6	1
2985	sadistic_outlaw_family	other	fallback:other	0.5	1
2986	serial_predator_narrative	other	fallback:other	0.5	1
2987	setting:post_apocalyptic_sexual_dystopia	setting	namespace:setting	0.9	0
2988	spectacle:body_genre_excess	other	fallback:other	0.5	1
2989	spectacle:explicit_sexual_display	other	fallback:other	0.5	1
2990	spectacle:graphic_bodily_ordeal	other	fallback:other	0.5	1
2991	spectacle:sexualized_torture	other	fallback:other	0.5	1
2992	spectacle:sexualized_violence	other	fallback:other	0.5	1
2993	structure:anthology:twist_ending	other	fallback:other	0.5	1
2994	structure:episode_level_independent_story	other	fallback:other	0.5	1
2995	structure:punitive_moral_game	other	fallback:other	0.5	1
2996	theme:commodified_suffering	theme	namespace:theme	0.9	0
2997	theme:hell_as_sexual_frustration	theme	namespace:theme	0.9	0
2998	theme:incest_trauma	theme	namespace:theme	0.9	0
2999	theme:pornography_and_voyeurism_commentary	theme	namespace:theme	0.9	0
3000	theme:war_trauma_serial_violence	theme	namespace:theme	0.9	0
3001	tourist_entrapment_horror	genre	label_contains:genre_keyword	0.6	1
3002	true_crime_exploitation	other	fallback:other	0.5	1
3003	distribution:syndicated_horror_film_package	genre	label_contains:genre_keyword	0.6	1
3004	format:hosted_horror_movie_show	format	namespace:format	0.9	0
3005	format:locally_customized_horror_host_wrapper	format	namespace:format	0.9	0
3006	influenced_format__television_horror_host__character_host_model	genre	label_contains:genre_keyword	0.6	1
3007	influenced_format__television_horror_host__syndicated_local_host_wave	genre	label_contains:genre_keyword	0.6	1
3008	narration:host:camp_macabre_persona	other	fallback:other	0.5	1
3009	narration:host:comic_film_commentary	other	fallback:other	0.5	1
3010	narration:host:sexual_innuendo_commentary	other	fallback:other	0.5	1
3011	narration:host:sketch_and_parody_song_interstitials	other	fallback:other	0.5	1
3012	programming:catalog_film_recontextualization	other	fallback:other	0.5	1
3013	programming:local_late_night_horror	genre	label_contains:genre_keyword	0.6	1
3014	reception:home_video_horror_host_crossover	genre	label_contains:genre_keyword	0.6	1
3015	reception:national_horror_host_crossover	genre	label_contains:genre_keyword	0.6	1
3016	structure:feature_film_with_host_interstitials	other	fallback:other	0.5	1
3017	factory_underground_film	other	fallback:other	0.5	1
3018	gay_leather_subculture	other	fallback:other	0.5	1
3019	homoerotic_leather_iconography	other	fallback:other	0.5	1
3020	new_wave_club_underground	other	fallback:other	0.5	1
3021	no_wave_precursor	other	fallback:other	0.5	1
3022	punk_soundtrack	style	label_contains:music_style_keyword	0.6	1
3023	rock_and_roll_soundtrack	style	label_contains:music_style_keyword	0.6	1
3024	sadomasochism	other	fallback:other	0.5	1
3025	sexual_encounter_as_fatal_mechanism	other	fallback:other	0.5	1
3026	synth_punk	style	label_contains:music_style_keyword	0.6	1
3027	diegetic_no_wave_band	other	fallback:other	0.5	1
3028	dominatrix_workplace	other	fallback:other	0.5	1
3029	fascist_erotic_power_theatre	other	fallback:other	0.5	1
3030	gothic_rock_opening	style	label_contains:music_style_keyword	0.6	1
3031	holophonic_ritual_sound	other	fallback:other	0.5	1
3032	industrial_soundtrack	other	fallback:other	0.5	1
3033	perverse_noir	genre	label_contains:genre_keyword	0.6	1
3034	punk_apocalypse	style	label_contains:music_style_keyword	0.6	1
3035	seedy_erotic_synthpop	other	fallback:other	0.5	1
3036	sexuality_and_human_physicality	other	fallback:other	0.5	1
3037	sonic_countercontrol	other	fallback:other	0.5	1
3038	transgressive_industrial_avant_pop	other	fallback:other	0.5	1
3039	fetish_fashion_adult_feature	other	fallback:other	0.5	1
3040	gay_male_hardcore_feature	other	fallback:other	0.5	1
3041	incest_taboo_pornography	other	fallback:other	0.5	1
3042	period:golden_age_of_porn	period	namespace:period	0.9	0
3043	cycle:working_man_trilogy	other	fallback:other	0.5	1
3044	form:adult_action_adventure_feature	other	fallback:other	0.5	1
3045	cycle:devil_in_miss_jones_series	other	fallback:other	0.5	1
3046	cycle:fashionistas_series	other	fallback:other	0.5	1
3047	cycle:taboo_series	other	fallback:other	0.5	1
3048	form:pornographic_documentary	other	fallback:other	0.5	1
3049	form:pornographic_parody_feature	other	fallback:other	0.5	1
3050	genre:adult_fantasy	genre	namespace:genre	0.9	0
3051	nunsploitation	other	fallback:other	0.5	1
3052	body_genre:pornography:feature	other	fallback:other	0.5	1
3053	cycle:axel_braun_superhero_parodies	other	fallback:other	0.5	1
3054	disco_soundtrack	other	fallback:other	0.5	1
3055	leather_subculture	other	fallback:other	0.5	1
3056	production:hand_in_hand_films	other	fallback:other	0.5	1
3057	series:fantasm	other	fallback:other	0.5	1
3058	series:talk_dirty_to_me	other	fallback:other	0.5	1
3059	cycle:let_me_tell_ya	other	fallback:other	0.5	1
3060	form:lost_pornographic_feature	other	fallback:other	0.5	1
3061	form:pornographic_animation	other	fallback:other	0.5	1
3062	pink_film	other	fallback:other	0.5	1
3063	safe_sex_pornographic_feature	other	fallback:other	0.5	1
3064	series:behind_the_green_door	other	fallback:other	0.5	1
3065	series:bend_over_boyfriend	other	fallback:other	0.5	1
3066	downtown_new_york_scene	other	fallback:other	0.5	1
3067	independent_16mm	other	fallback:other	0.5	1
3068	new_wave_visual_aesthetic	other	fallback:other	0.5	1
3069	porn_cinema_setting	other	fallback:other	0.5	1
3070	punk_funk	style	label_contains:music_style_keyword	0.6	1
3071	punk_jazz	style	label_contains:music_style_keyword	0.6	1
3072	sex_work_as_labor	other	fallback:other	0.5	1
3073	underground_music_scene_fiction	other	fallback:other	0.5	1
3074	urban_drift	setting	label_contains:setting_keyword	0.55	1
3075	body_as_commodity	other	fallback:other	0.5	1
3076	durational_minimalist_cinema	other	fallback:other	0.5	1
3077	factory_music_art_network	other	fallback:other	0.5	1
3078	factory_superstar_ensemble	other	fallback:other	0.5	1
3079	fixed_camera_performance	other	fallback:other	0.5	1
3080	gender_performance_satire	other	fallback:other	0.5	1
3081	grand_guignol_camp_horror	genre	label_contains:genre_keyword	0.6	1
3082	harmonium_drone_gothic	style	label_contains:music_style_keyword	0.6	1
3083	industrial_ritualism	other	fallback:other	0.5	1
3084	male_hustler_narrative	other	fallback:other	0.5	1
3085	queer_underground_cinema	other	fallback:other	0.5	1
3086	queer_western_parody	genre	label_contains:genre_keyword	0.6	1
3087	split_screen_parallel_portrait	other	fallback:other	0.5	1
3088	tape_collage_industrial	other	fallback:other	0.5	1
3089	biker_horror_hybrid	genre	label_contains:genre_keyword	0.6	1
3090	garage_horror_rock	genre	label_contains:genre_keyword	0.6	1
3091	outlaw_biker_film	other	fallback:other	0.5	1
3092	punk_subculture_documentary	style	label_contains:music_style_keyword	0.6	1
3093	punk_youth_commune	style	label_contains:music_style_keyword	0.6	1
3094	sexualized_exploitation_horror	genre	label_contains:genre_keyword	0.6	1
3095	urban_sex_killer_horror	genre	label_contains:genre_keyword	0.6	1
3096	erotic_horror_crossover	genre	label_contains:genre_keyword	0.6	1
3097	graveyard_gothic_recording	other	fallback:other	0.5	1
3098	ritual_occult_recording	other	fallback:other	0.5	1
3099	dark_electronic_horror_aesthetic	genre	label_contains:genre_keyword	0.6	1
3100	industrial_body_transgression	other	fallback:other	0.5	1
3101	punk_industrial_continuum	style	label_contains:music_style_keyword	0.6	1
3102	synthetic_urban_alienation	theme	label_contains:theme_keyword	0.55	1
3103	synthetic_urban_body_cinema	setting	label_contains:setting_keyword	0.55	1
3104	doom_horror_sound	genre	label_contains:genre_keyword	0.6	1
3105	folk_ritual_horror	genre	label_contains:genre_keyword	0.6	1
3106	gothic_erotic_body	other	fallback:other	0.5	1
3107	graveyard_death_aesthetic	other	fallback:other	0.5	1
3108	occult_psychedelic_form	other	fallback:other	0.5	1
3109	coercive_violence_exploitation	other	fallback:other	0.5	1
3110	gang_territory_cinema	other	fallback:other	0.5	1
3111	hardcore_street_confrontation	other	fallback:other	0.5	1
3112	martial_genre_collision	other	fallback:other	0.5	1
3113	noise_pressure_punk	style	label_contains:music_style_keyword	0.6	1
3114	punk_action_screen	style	label_contains:music_style_keyword	0.6	1
3115	street_drive_in_exploitation	other	fallback:other	0.5	1
3116	atomic_age_creature_feature	other	fallback:other	0.5	1
3117	drive_in_monster_matinee	other	fallback:other	0.5	1
3118	garage_monster_rock	style	label_contains:music_style_keyword	0.6	1
3119	graveyard_horror_rock_theatre	genre	label_contains:genre_keyword	0.6	1
3120	monster_pop_afterlife	other	fallback:other	0.5	1
3121	psychedelic_occult_heavy_sound	other	fallback:other	0.5	1
3122	regional_creature_horror_circuit	genre	label_contains:genre_keyword	0.6	1
3123	space_alien_cult_imaginary	setting	label_contains:setting_keyword	0.55	1
3124	suitmation_monster_spectacle	other	fallback:other	0.5	1
3125	british_psychothriller_noir	genre	label_contains:genre_keyword	0.6	1
3126	crime_underworld_noir	genre	label_contains:genre_keyword	0.6	1
3127	downtown_art_punk_network	style	label_contains:music_style_keyword	0.6	1
3128	dream_identity_noir	genre	label_contains:genre_keyword	0.6	1
3129	giallo_surveillance_murder	other	fallback:other	0.5	1
3130	industrial_noir_pressure	genre	label_contains:genre_keyword	0.6	1
3131	night_city_underground	other	fallback:other	0.5	1
3132	nocturnal_paranoia_aesthetic	other	fallback:other	0.5	1
3133	noir_horror_underworld	genre	label_contains:genre_keyword	0.6	1
3134	paranoid_media_city	other	fallback:other	0.5	1
3135	post_punk_nocturnal_city	style	label_contains:music_style_keyword	0.6	1
3136	serial_predator_noir	genre	label_contains:genre_keyword	0.6	1
3137	synthetic_erotic_noir	genre	label_contains:genre_keyword	0.6	1
3138	urban_psychosexual_night	setting	label_contains:setting_keyword	0.55	1
3139	woman_in_peril_noir_modernity	genre	label_contains:genre_keyword	0.6	1
3140	adult_horror_extremity_boundary	genre	label_contains:genre_keyword	0.6	1
3141	apocalyptic_noise_pressure	other	fallback:other	0.5	1
3142	body_mutation_decay_horror	genre	label_contains:genre_keyword	0.6	1
3143	cannibal_splatter_extremity	other	fallback:other	0.5	1
3144	corpse_graveyard_cinema	other	fallback:other	0.5	1
3145	death_body_cross_media	other	fallback:other	0.5	1
3146	deathrock_doom_horror_sound	genre	label_contains:genre_keyword	0.6	1
3147	extreme_punk_noise_attack	style	label_contains:music_style_keyword	0.6	1
3148	grindhouse_gore_circuit	other	fallback:other	0.5	1
3149	industrial_decay_sound	other	fallback:other	0.5	1
3150	visceral_underground_extremity	other	fallback:other	0.5	1
3151	zombie_infection_apocalypse_cycle	other	fallback:other	0.5	1
3152	counterculture_occult_cinema	other	fallback:other	0.5	1
3153	czech_folk_surrealism	style	label_contains:music_style_keyword	0.6	1
3154	eco_animal_folk_threat	style	label_contains:music_style_keyword	0.6	1
3155	folk_gothic_transformation	style	label_contains:music_style_keyword	0.6	1
3156	folk_rural_horror_cycle	genre	label_contains:genre_keyword	0.6	1
3157	occult_counterculture_continuum	other	fallback:other	0.5	1
3158	pastoral_dark_art_rock	style	label_contains:music_style_keyword	0.6	1
3159	pastoral_dread_across_media	other	fallback:other	0.5	1
3160	pastoral_gothic_uncanny	other	fallback:other	0.5	1
3161	proto_doom_occult_riff	other	fallback:other	0.5	1
3162	psych_folk_occult_recording	style	label_contains:music_style_keyword	0.6	1
3163	ritual_progressive_rock	style	label_contains:music_style_keyword	0.6	1
3164	rural_ritual_imaginary	setting	label_contains:setting_keyword	0.55	1
3165	witchcraft_gothic_sound	other	fallback:other	0.5	1
3166	witchcraft_possession_horror	genre	label_contains:genre_keyword	0.6	1
3167	adult_body_genre_cinema	other	fallback:other	0.5	1
3168	apocalyptic_cult_cross_media	other	fallback:other	0.5	1
3169	apocalyptic_heavy_underground	other	fallback:other	0.5	1
3170	atomic_alien_speculative_screen	other	fallback:other	0.5	1
3171	body_machine_cross_media	other	fallback:other	0.5	1
3172	body_mutation_abjection_screen	other	fallback:other	0.5	1
3173	cold_nocturnal_post_punk	style	label_contains:music_style_keyword	0.6	1
3174	drive_in_cult_speculative_horror	genre	label_contains:genre_keyword	0.6	1
3175	electronic_art_rock_continuum	style	label_contains:music_style_keyword	0.6	1
3176	industrial_urban_pressure_sound	setting	label_contains:setting_keyword	0.55	1
3177	machine_rhythm_punk_continuum	style	label_contains:music_style_keyword	0.6	1
3178	synthetic_underground_modernity	other	fallback:other	0.5	1
3179	technology_media_body_screen	other	fallback:other	0.5	1
3180	urban_alienation_cross_media	theme	label_contains:theme_keyword	0.55	1
3181	urban_media_paranoia_screen	setting	label_contains:setting_keyword	0.55	1
3182	adult_and_erotic_thriller_cycle	genre	label_contains:genre_keyword	0.6	1
3183	camp_body_performance_cross_media	other	fallback:other	0.5	1
3184	dark_disco_mutant_dance	other	fallback:other	0.5	1
3185	decadent_nightlife_cross_media	other	fallback:other	0.5	1
3186	downtown_art_punk_recording	style	label_contains:music_style_keyword	0.6	1
3187	erotic_crime_noir_screen	genre	label_contains:genre_keyword	0.6	1
3188	erotic_urban_underground_cross_media	setting	label_contains:setting_keyword	0.55	1
3189	fashion_fetish_body_spectacle	other	fallback:other	0.5	1
3190	fashion_fetish_spectacle_cross_media	other	fallback:other	0.5	1
3191	glam_cabaret_decadence_sound	other	fallback:other	0.5	1
3192	industrial_club_pressure_sound	other	fallback:other	0.5	1
3193	nocturnal_post_punk_synth_sound	style	label_contains:music_style_keyword	0.6	1
3194	queer_performance_underground_screen	other	fallback:other	0.5	1
3195	sleaze_camp_exploitation_screen	other	fallback:other	0.5	1
3196	theatrical_gothic_camp_screen	other	fallback:other	0.5	1
3197	anti_authoritarian_hardcore_sound	other	fallback:other	0.5	1
3198	broadcast_media_reality_screen	other	fallback:other	0.5	1
3199	cold_war_atomic_paranoia_screen	other	fallback:other	0.5	1
3200	cold_war_urban_anxiety_cross_media	setting	label_contains:setting_keyword	0.55	1
3201	coldwave_paranoid_electronics	style	label_contains:music_style_keyword	0.6	1
3202	dystopian_signal_noise	other	fallback:other	0.5	1
3203	industrial_information_pressure_sound	other	fallback:other	0.5	1
3204	information_control_cross_media	other	fallback:other	0.5	1
3205	institutional_control_horror_screen	genre	label_contains:genre_keyword	0.6	1
3206	institutional_dread_cross_media	other	fallback:other	0.5	1
3207	paranoid_modernity_cross_media	other	fallback:other	0.5	1
3208	political_state_nightmare_screen	other	fallback:other	0.5	1
3209	punk_dissent_network	style	label_contains:music_style_keyword	0.6	1
3210	surveillance_conspiracy_screen	other	fallback:other	0.5	1
3211	urban_information_noir_screen	genre	label_contains:genre_keyword	0.6	1
3212	anarcho_diy_resistance_network	other	fallback:other	0.5	1
3213	carceral_institution_screen	other	fallback:other	0.5	1
3214	class_and_social_conflict_screen	other	fallback:other	0.5	1
3215	collective_subculture_punk_sound	style	label_contains:music_style_keyword	0.6	1
3216	heavy_punk_noise_continuum	style	label_contains:music_style_keyword	0.6	1
3217	institutional_resistance_cross_media	other	fallback:other	0.5	1
3218	low_budget_crime_exploitation_screen	other	fallback:other	0.5	1
3219	outlaw_collective_cross_media	other	fallback:other	0.5	1
3220	outlaw_group_territory_screen	other	fallback:other	0.5	1
3221	punk_revolt_hardcore_sound	style	label_contains:music_style_keyword	0.6	1
3222	revenge_coercion_exploitation_screen	theme	label_contains:theme_keyword	0.55	1
3223	social_urban_anger_cross_media	setting	label_contains:setting_keyword	0.55	1
3224	street_punk_hardcore_continuum	style	label_contains:music_style_keyword	0.6	1
3225	youth_panic_transgression_screen	other	fallback:other	0.5	1
3226	youth_subculture_cross_media	other	fallback:other	0.5	1
3227	alien_contamination_body	other	fallback:other	0.5	1
3228	alienated_machine_aesthetic	other	fallback:other	0.5	1
3229	atomic_cold_war_science_horror	genre	label_contains:genre_keyword	0.6	1
3230	cosmic_apocalypse_continuum	other	fallback:other	0.5	1
3231	cybernetic_media_horror	genre	label_contains:genre_keyword	0.6	1
3232	dystopian_heavy_sound	other	fallback:other	0.5	1
3233	dystopian_machine_city	other	fallback:other	0.5	1
3234	erotic_futurist_exploitation	other	fallback:other	0.5	1
3235	industrial_future_anxiety	other	fallback:other	0.5	1
3236	low_budget_space_cult	setting	label_contains:setting_keyword	0.55	1
3237	post_punk_cold_city	style	label_contains:music_style_keyword	0.6	1
3238	space_rock_cosmic_electronics	style	label_contains:music_style_keyword	0.6	1
3239	synth_punk_machine_rhythm	style	label_contains:music_style_keyword	0.6	1
3240	synthetic_future_underground	other	fallback:other	0.5	1
3241	technological_body_anxiety	other	fallback:other	0.5	1
3242	explicit_queer_art_cinema	other	fallback:other	0.5	1
3243	political_pornography	other	fallback:other	0.5	1
3244	queercore_cinema	other	fallback:other	0.5	1
3245	erotic_art_cinema	other	fallback:other	0.5	1
3246	nazisploitation	other	fallback:other	0.5	1
3247	women_in_prison	other	fallback:other	0.5	1
3248	ero_guro_exploitation	other	fallback:other	0.5	1
3249	nikkatsu_roman_porno	other	fallback:other	0.5	1
3250	roman_porno_reboot	other	fallback:other	0.5	1
3251	roman_porno_sm_cycle	other	fallback:other	0.5	1
3252	toei_pinky_violence	other	fallback:other	0.5	1
3253	violent_pink	other	fallback:other	0.5	1
3254	borowczyk_erotic_surrealism	other	fallback:other	0.5	1
3255	jean_rollin_erotic_fantastique	other	fallback:other	0.5	1
3256	jesus_franco_exploitation_cycle	other	fallback:other	0.5	1
3257	robbe_grillet_erotic_dream_cinema	theme	label_contains:theme_keyword	0.55	1
3258	black_emanuelle_cycle	other	fallback:other	0.5	1
3259	commedia_sexy_all_italiana	other	fallback:other	0.5	1
3260	joe_damato_erotic_exploitation_cycle	other	fallback:other	0.5	1
3261	tinto_brass_transgressive_cinema	other	fallback:other	0.5	1
3262	british_exploitation_horror_cycle	genre	label_contains:genre_keyword	0.6	1
3263	british_permissive_era_sex_cinema	other	fallback:other	0.5	1
3264	british_sex_comedy_cycle	genre	label_contains:genre_keyword	0.6	1
3265	mary_millington_soho_cycle	other	fallback:other	0.5	1
3266	hong_kong_black_magic_supernatural_horror	genre	label_contains:genre_keyword	0.6	1
3267	hong_kong_category_iii_cinema	other	fallback:other	0.5	1
3268	hong_kong_category_iii_extreme_crime	other	fallback:other	0.5	1
3269	hong_kong_erotic_fantastique_cycle	other	fallback:other	0.5	1
3270	hong_kong_extreme_genre_cinema	other	fallback:other	0.5	1
3271	filipino_blood_island_horror_cycle	genre	label_contains:genre_keyword	0.6	1
3272	indonesian_action_horror_exploitation	genre	label_contains:genre_keyword	0.6	1
3273	indonesian_black_magic_folk_horror_cycle	genre	label_contains:genre_keyword	0.6	1
3274	indonesian_modern_extreme_horror	genre	label_contains:genre_keyword	0.6	1
3275	philippine_jungle_exploitation_cycle	other	fallback:other	0.5	1
3276	philippine_women_in_prison_exploitation_cycle	other	fallback:other	0.5	1
3277	avant_funk	other	fallback:other	0.5	1
3278	critical_descriptor:bitter_cynical_icy_post_punk	style	label_contains:music_style_keyword	0.6	1
3279	critical_descriptor:cold_brittle_keyboard_mix	other	fallback:other	0.5	1
3280	critical_descriptor:dance_drive_feedback_tape_interruptions	other	fallback:other	0.5	1
3281	critical_descriptor:funk_tape_tricks_african_percussion	other	fallback:other	0.5	1
3282	critical_descriptor:glossy_horn_keyboard_post_punk	style	label_contains:music_style_keyword	0.6	1
3283	critical_descriptor:jazz_soul_funk_disco_expansion	style	label_contains:music_style_keyword	0.6	1
3284	critical_descriptor:less_anxious_less_strident	other	fallback:other	0.5	1
3285	critical_descriptor:lo_fi_sci_fi_nightmare	other	fallback:other	0.5	1
3286	critical_descriptor:loopy_vivacious_post_punk	style	label_contains:music_style_keyword	0.6	1
3287	critical_descriptor:mechanical_rhythm_threshold	other	fallback:other	0.5	1
3288	critical_descriptor:minimal_percussion_bass_vocal_funk	other	fallback:other	0.5	1
3289	critical_descriptor:outer_space_chaos	setting	label_contains:setting_keyword	0.55	1
3290	critical_descriptor:psychedelic_drone_post_punk	style	label_contains:music_style_keyword	0.6	1
3291	critical_descriptor:rough_loose_limbed_live_exuberance	other	fallback:other	0.5	1
3292	critical_descriptor:seance_captured_on_tape	other	fallback:other	0.5	1
3293	critical_descriptor:stylized_sax_vocal_edge	other	fallback:other	0.5	1
3294	critical_descriptor:terrifying_invigorating_post_punk	style	label_contains:music_style_keyword	0.6	1
3295	critical_descriptor:unearthly_machine_chants	other	fallback:other	0.5	1
3296	critical_descriptor:violent_machine_psychedelia	other	fallback:other	0.5	1
3297	industrial:electro_noise	other	fallback:other	0.5	1
3298	industrial:proto_industrial_rock	style	label_contains:music_style_keyword	0.6	1
3299	live_album	other	fallback:other	0.5	1
3300	post_punk:industrial_funk	style	label_contains:music_style_keyword	0.6	1
3301	post_punk:industrial_transition	style	label_contains:music_style_keyword	0.6	1
3302	punk:post_punk	style	label_contains:music_style_keyword	0.6	1
3303	audience:women_oriented_adult_cinema	audience	namespace:audience	0.9	0
3304	black_female_controlling_images_counterrepresentation	other	fallback:other	0.5	1
3305	black_feminist_pornography	other	fallback:other	0.5	1
3306	female_reporter_prison_infiltration	other	fallback:other	0.5	1
3307	female_sexual_subjectivity	other	fallback:other	0.5	1
3308	feminist_pornography	other	fallback:other	0.5	1
3309	form:pornographic_anthology	other	fallback:other	0.5	1
3310	hip_hop_pornographic_musical	other	fallback:other	0.5	1
3311	lesbian_band_romance	other	fallback:other	0.5	1
3312	mainstream_studio_hardcore_crossover	other	fallback:other	0.5	1
3313	narration:frame:lyrical_diary_flashback	other	fallback:other	0.5	1
3314	production:dirty_diaries_manifesto	other	fallback:other	0.5	1
3315	production:publicly_funded_pornography	other	fallback:other	0.5	1
3316	production:puzzy_power_manifesto	other	fallback:other	0.5	1
3317	queer_feminist_performance_documentary	other	fallback:other	0.5	1
3318	queer_feminist_pornography	other	fallback:other	0.5	1
3319	rock_band_pornographic_feature	style	label_contains:music_style_keyword	0.6	1
3320	romantic_comedy_hardcore_hybrid	genre	label_contains:genre_keyword	0.6	1
3321	touring_sex_positive_performance	other	fallback:other	0.5	1
3322	adaptation:les_liaisons_dangereuses_gay_hardcore	subject	namespace:adaptation	0.85	0
3323	adult_cinema_exhibition_space	setting	label_contains:setting_keyword	0.55	1
3324	adult_performer_cross_market_career	other	fallback:other	0.5	1
3325	aids_buddy_care_narrative	other	fallback:other	0.5	1
3326	aids_crisis_queer_solidarity	other	fallback:other	0.5	1
3327	archival_gay_porn_star_portrait	other	fallback:other	0.5	1
3328	celebrity_cameo_pornographic_feature	other	fallback:other	0.5	1
3329	collective_coming_out_testimony	other	fallback:other	0.5	1
3330	color_memory_black_white_separation	theme	label_contains:theme_keyword	0.55	1
